,Time,yIn,yOut
0,1594380644249800400,-0.07447198144304724,0.00022184304080214294
1,1594380644289783500,-0.04395067757294591,7.726648236484204e-05
2,1594380644289783500,-0.013429373702844584,7.2139231220261465e-06
3,1594380644289783500,0.015871078012452692,1.0075644691094372e-05
4,1594380644299783000,0.04639238188255402,8.609012386946907e-05
5,1594380644299783000,0.07691368575265535,0.00023662860224232877
6,1594380644299783000,0.10743498962275667,0.0004616910798096734
7,1594380644299783000,0.137956293492858,0.0007612775565715032
8,1594380644299783000,0.16847759736295934,0.0011353880325278179
9,1594380644299783000,0.19899890123306066,0.0015840225076786173
10,1594380644299783000,0.22952020510316198,0.002107180982023902
11,1594380644299783000,0.26004150897326334,0.002704863455563672
12,1594380644299783000,0.2893419606885606,0.0033487508086040224
13,1594380644299783000,0.31986326455866193,0.004092500320564982
14,1594380644309782300,0.35038456842876325,0.004910773831720428
15,1594380644309782300,0.3809058722988646,0.005803571342070358
16,1594380644309782300,0.4114271761689659,0.006770892851614772
17,1594380644309782300,0.4419484800390672,0.007812738360353672
18,1594380644309782300,0.4724697839091686,0.00892910786828706
19,1594380644309782300,0.5017702356244659,0.01007093477434528
20,1594380644309782300,0.5322915394945672,0.011333371320699857
21,1594380644309782300,0.5628128433646685,0.012670331866248918
22,1594380644309782300,0.5933341472347698,0.014081816410992463
23,1594380644309782300,0.6226345989500671,0.015506953752388438
24,1594380644319768500,0.6531559028201684,0.017064505335553173
25,1594380644319768500,0.6836772066902698,0.018696580917912396
26,1594380644319768500,0.712977658405567,0.02033348565541942
27,1594380644319768500,0.7434989622756684,0.02211162827619983
28,1594380644319768500,0.7740202661457697,0.02396429489617473
29,1594380644319768500,0.803320717861067,0.0258129670297928
30,1594380644319768500,0.8338420217311683,0.027811700688188886
31,1594380644319768500,0.8631424734464656,0.029800597178691303
32,1594380644319768500,0.8936637773165669,0.031945397875508576
33,1594380644319768500,0.9229642290318641,0.03407451872289534
34,1594380644329768300,0.9522646807471615,0.036272320887939746
35,1594380644329768300,0.9827859846172629,0.038634731662404914
36,1594380644329768300,1.0120864363325601,0.04097275818433366
37,1594380644329768300,1.0413868880478574,0.04337946602392003
38,1594380644329768300,1.0719081919179587,0.0459594868760331
39,1594380644329768300,1.101208643633256,0.04850641907250382
40,1594380644329768300,1.1305090953485533,0.05112203258663218
41,1594380644329768300,1.1598095470638505,0.05380632741841817
42,1594380644329768300,1.1891099987791478,0.0565593035678618
43,1594380644329768300,1.2196313026492491,0.05950002057607618
44,1594380644339780300,1.2489317543645464,0.06239322108240415
45,1594380644339780300,1.2782322060798437,0.06535510290638977
46,1594380644339780300,1.3063118056403369,0.06825802134221269
47,1594380644339780300,1.3356122573556342,0.07135440407994452
48,1594380644339780300,1.3649127090709314,0.07451946813533397
49,1594380644339780300,1.3942131607862287,0.07775321350838106
50,1594380644339780300,1.423513612501526,0.08105564019908579
51,1594380644339780300,1.4528140642168232,0.08442674820744817
52,1594380644339780300,1.4808936637773165,0.08772184173663215
53,1594380644349779600,1.5101941154926137,0.09122745065874073
54,1594380644349779600,1.538273715053107,0.0946514408969315
55,1594380644349779600,1.5675741667684042,0.09829155073278628
56,1594380644349779600,1.5956537663288974,0.10184443767998383
57,1594380644349779600,1.6249542180441947,0.10561904842958482
58,1594380644349779600,1.653033817604688,0.10930083208578915
59,1594380644349779600,1.6811134171651811,0.1130456928549117
60,1594380644349779600,1.7104138688804784,0.11702062411434747
61,1594380644349779600,1.7384934684409716,0.1208943815924768
62,1594380644349779600,1.7665730680014649,0.12483121618352433
63,1594380644359778900,1.794652667561958,0.1288311278874901
64,1594380644359778900,1.8227322671224513,0.13289411670437407
65,1594380644359778900,1.8508118666829445,0.13702018263417623
66,1594380644359778900,1.878891466243438,0.14120932567689667
67,1594380644359778900,1.9069710658039312,0.14546154583253526
68,1594380644359778900,1.9338298132096203,0.14958790985833423
69,1594380644359778900,1.9619094127701135,0.1539635417566389
70,1594380644359778900,1.9899890123306068,0.15840225076786177
71,1594380644359778900,2.016847759736296,0.16270699543813263
72,1594380644359778900,2.044927359296789,0.1672691161920216
73,1594380644369778400,2.0717861067024783,0.17169190687701652
74,1594380644369778400,2.0986448541081675,0.17617240894698769
75,1594380644369778400,2.1267244536686607,0.18091827607329056
76,1594380644369778400,2.15358320107435,0.18551682415798576
77,1594380644369778400,2.180441948480039,0.1901730836276572
78,1594380644369778400,2.207300695885728,0.1948870544823048
79,1594380644369778400,2.2341594432914174,0.19965873672192866
80,1594380644369778400,2.2610181906971065,0.2044881303465287
81,1594380644369778400,2.2878769381027957,0.20937523535610497
82,1594380644369778400,2.314735685508485,0.21432005175065744
83,1594380644379782000,2.34037358075937,0.21909393990065743
84,1594380644379782000,2.367232328165059,0.22415155582039067
85,1594380644379782000,2.3928702234159442,0.22903311624442685
86,1594380644379782000,2.4197289708216334,0.23420353168934088
87,1594380644379782000,2.4453668660725185,0.23919276438741324
88,1594380644379782000,2.4722256134782077,0.24447597935750803
89,1594380644379782000,2.497863508729093,0.2495728843296166
